95715	SR	1
95716	OQ	1
95716	UT	1
95717	MA	1
95717	OQ	1
95718	MA	1
95718	OQ	1
95719	MA	1
95719	OQ	1
95722	OQ	1
95722	SR	1
95727	OQ	1
95727	SR	1
95728	OQ	1
95728	SR	1
95729	OQ	1
95729	UT	1
95730	MA	1
95730	OQ	1
95731	MA	1
95731	OQ	1
95732	MA	1
95732	OQ	1
95735	OQ	1
95735	SR	1
95744	OQ	1
95744	SR	1
95745	OQ	1
95745	SR	1
95746	OQ	1
95746	UT	1
95747	MA	1
95747	OQ	1
95748	MA	1
95748	OQ	1
95749	MA	1
95749	OQ	1
95752	OQ	1
95752	SR	1
95757	OQ	1
95757	SR	1
95758	OQ	1
95758	SR	1
95759	OQ	1
95759	UT	1
95760	MA	1
95760	OQ	1
95761	MA	1
95761	OQ	1
95762	MA	1
95762	OQ	1
95765	OQ	1
95765	SR	1
95790	OQ	1
95790	SR	1
95791	OQ	1
95791	SR	1
95792	OQ	1
95792	UT	1
95793	MA	1
95793	OQ	1
95794	MA	1
95794	OQ	1
95795	MA	1
95795	OQ	1
95798	OQ	1
95798	SR	1
95839	OQ	1
95839	SR	1
95840	OQ	1
95840	SR	1
95841	OQ	1
95841	UT	1
95842	MA	1
95842	OQ	1
95843	MA	1
95843	OQ	1
95844	MA	1
95844	OQ	1
95847	OQ	1
95847	SR	1
95868	OQ	1
95868	SR	1
95869	OQ	1
95869	SR	1
95870	OQ	1
95870	UT	1
95871	MA	1
95871	OQ	1
95872	MA	1
95872	OQ	1
95873	MA	1
95873	OQ	1
95876	OQ	1
95876	SR	1
95897	OQ	1
95897	SR	1
95898	OQ	1
95898	SR	1
95899	OQ	1
95899	UT	1
95900	MA	1
95900	OQ	1
95901	MA	1
95901	OQ	1
95902	MA	1
95902	OQ	1
95905	OQ	1
95905	SR	1
95962	OQ	1
95962	SR	1
95963	OQ	1
95963	SR	1
95964	OQ	1
95964	UT	1
95965	MA	1
95965	OQ	1
95966	MA	1
95966	OQ	1
95967	MA	1
95967	OQ	1
95970	OQ	1
95970	SR	1
95975	UT	1
95979	OQ	1
95979	SR	1
95980	OQ	1
95980	SR	1
95981	OQ	1
95981	UT	1
95982	MA	1
95982	OQ	1
95983	MA	1
95983	OQ	1
95984	MA	1
95984	OQ	1
95987	OQ	1
95987	SR	1
96020	OQ	1
96020	SR	1
96021	OQ	1
96021	SR	1
96022	OQ	1
96022	UT	1
96023	MA	1
96023	OQ	1
96024	MA	1
96024	OQ	1
96025	MA	1
96025	OQ	1
96028	OQ	1
96028	SR	1
96042	OQ	1
96042	SR	1
96043	OQ	1
96043	SR	1
96044	MA	1
96044	OQ	1
96045	MA	1
96045	OQ	1
96046	MA	1
96046	OQ	1
96049	OQ	1
96049	SR	1
96134	OQ	1
96134	SR	1
96135	OQ	1
96135	SR	1
96136	OQ	1
96136	UT	1
96137	MA	1
96137	OQ	1
96138	MA	1
96138	OQ	1
96139	MA	1
96139	OQ	1
96142	OQ	1
96142	SR	1
96147	OQ	1
96147	SR	1
96148	OQ	1
96148	SR	1
96149	OQ	1
96149	UT	1
96150	MA	1
96150	OQ	1
96151	MA	1
96151	OQ	1
96152	MA	1
96152	OQ	1
96155	OQ	1
96155	SR	1
96203	OQ	1
96203	SR	1
96204	OQ	1
96204	SR	1
96205	OQ	1
96205	UT	1
96206	MA	1
96206	OQ	1
96207	MA	1
96207	OQ	1
96208	MA	1
96208	OQ	1
96211	OQ	1
96211	SR	1
96224	OQ	1
96224	SR	1
96225	OQ	1
96225	SR	1
96226	OQ	1
96226	UT	1
96227	MA	1
96227	OQ	1
96228	MA	1
96228	OQ	1
96229	MA	1
96229	OQ	1
96232	OQ	1
96232	SR	1
96237	OQ	1
96237	SR	1
96238	OQ	1
96238	SR	1
96239	OQ	1
96239	UT	1
96240	MA	1
96240	OQ	1
96241	MA	1
96241	OQ	1
96242	MA	1
96242	OQ	1
96245	OQ	1
96245	SR	1
96368	OQ	1
96368	SR	1
96369	OQ	1
96369	UT	1
96370	MA	1
96370	OQ	1
96371	MA	1
96371	OQ	1
96372	MA	1
96372	OQ	1
96375	OQ	1
96375	SR	1
96407	OQ	1
96407	SR	1
96408	OQ	1
96408	UT	1
96409	MA	1
96409	OQ	1
96410	MA	1
96410	OQ	1
96411	MA	1
96411	OQ	1
96414	OQ	1
96414	SR	1
96439	OQ	1
96439	SR	1
96440	OQ	1
96440	SR	1
96441	OQ	1
96441	UT	1
96442	MA	1
96442	OQ	1
96443	MA	1
96443	OQ	1
96444	MA	1
96444	OQ	1
96447	OQ	1
96447	SR	1
96452	OQ	1
96452	SR	1
96453	OQ	1
96453	SR	1
96454	OQ	1
96454	UT	1
96455	MA	1
96455	OQ	1
96456	MA	1
96456	OQ	1
96457	MA	1
96457	OQ	1
96460	OQ	1
96460	SR	1
96481	OQ	1
96481	SR	1
96482	OQ	1
96482	SR	1
96483	OQ	1
96483	UT	1
96484	MA	1
96484	OQ	1
96485	MA	1
96485	OQ	1
96486	MA	1
96486	OQ	1
96489	OQ	1
96489	SR	1
96498	OQ	1
96498	SR	1
96499	OQ	1
96499	SR	1
96500	OQ	1
96500	UT	1
96501	MA	1
96501	OQ	1
96502	MA	1
96502	OQ	1
96503	MA	1
96503	OQ	1
96506	OQ	1
96506	SR	1
96651	OQ	1
96651	SR	1
96652	OQ	1
96652	SR	1
96653	OQ	1
96653	UT	1
96654	MA	1
96654	OQ	1
96655	MA	1
96655	OQ	1
96656	MA	1
96656	OQ	1
96659	OQ	1
96659	SR	1
96680	OQ	1
96680	SR	1
96681	OQ	1
96681	SR	1
96682	OQ	1
96682	UT	1
96683	MA	1
96683	OQ	1
96684	MA	1
96684	OQ	1
96685	MA	1
96685	OQ	1
96688	OQ	1
96688	SR	1
96725	OQ	1
96725	SR	1
96726	OQ	1
96726	SR	1
96727	OQ	1
96727	UT	1
96728	MA	1
96728	OQ	1
96729	MA	1
96729	OQ	1
96730	MA	1
96730	OQ	1
96733	OQ	1
96733	SR	1
96738	OQ	1
96738	SR	1
96739	OQ	1
96739	SR	1
96740	OQ	1
96740	UT	1
96741	MA	1
96741	OQ	1
96742	MA	1
96742	OQ	1
96743	MA	1
96743	OQ	1
96746	OQ	1
96746	SR	1
96827	OQ	1
96827	SR	1
96828	OQ	1
96828	UT	1
96829	MA	1
96829	OQ	1
96830	MA	1
96830	OQ	1
96831	MA	1
96831	OQ	1
96834	OQ	1
96834	SR	1
96871	OQ	1
96871	SR	1
96872	OQ	1
96872	SR	1
96873	OQ	1
96873	UT	1
96874	MA	1
96874	OQ	1
96875	MA	1
96875	OQ	1
96876	MA	1
96876	OQ	1
96879	OQ	1
96879	SR	1
96972	OQ	1
96972	SR	1
96973	OQ	1
96973	UT	1
96974	MA	1
96974	OQ	1
96975	MA	1
96975	OQ	1
96976	MA	1
96976	OQ	1
96979	OQ	1
96979	SR	1
97020	OQ	1
97020	SR	1
97021	OQ	1
97021	SR	1
97022	OQ	1
97022	UT	1
97023	MA	1
97023	OQ	1
97024	MA	1
97024	OQ	1
97025	MA	1
97025	OQ	1
97028	OQ	1
97028	SR	1
97054	OQ	1
97054	SR	1
97055	OQ	1
97055	UT	1
97056	MA	1
97056	OQ	1
97057	MA	1
97057	OQ	1
97058	MA	1
97058	OQ	1
97061	OQ	1
97061	SR	1
97066	OQ	1
97066	SR	1
97067	OQ	1
97067	SR	1
97068	OQ	1
97068	UT	1
97069	MA	1
97069	OQ	1
97070	MA	1
97070	OQ	1
97071	MA	1
97071	OQ	1
97074	OQ	1
97074	SR	1
97084	OQ	1
97084	SR	1
97085	OQ	1
97085	UT	1
97086	MA	1
97086	OQ	1
97087	MA	1
97087	OQ	1
97088	MA	1
97088	OQ	1
97091	OQ	1
97091	SR	1
97152	OQ	1
97152	SR	1
97153	OQ	1
97153	SR	1
97154	OQ	1
97154	UT	1
97155	MA	1
97155	OQ	1
97156	MA	1
97156	OQ	1
97157	MA	1
97157	OQ	1
97160	OQ	1
97160	SR	1
97236	OQ	1
97236	SR	1
97237	OQ	1
97237	SR	1
97238	OQ	1
97238	UT	1
97239	MA	1
97239	OQ	1
97240	MA	1
97240	OQ	1
97241	MA	1
97241	OQ	1
97244	OQ	1
97244	SR	1
97408	OQ	1
97408	SR	1
97409	OQ	1
97409	SR	1
97410	OQ	1
97410	UT	1
97411	MA	1
97411	OQ	1
97412	MA	1
97412	OQ	1
97413	MA	1
97413	OQ	1
97416	OQ	1
97416	SR	1
97421	OQ	1
97421	SR	1
97422	OQ	1
97422	SR	1
97423	OQ	1
97423	UT	1
97424	MA	1
97424	OQ	1
97425	MA	1
97425	OQ	1
97426	MA	1
97426	OQ	1
97429	OQ	1
97429	SR	1
97572	OQ	1
97572	SR	1
97573	OQ	1
97573	SR	1
97574	OQ	1
97574	UT	1
97575	MA	1
97575	OQ	1
97576	MA	1
97576	OQ	1
97577	MA	1
97577	OQ	1
97580	OQ	1
97580	SR	1
97585	OQ	1
97585	SR	1
97586	OQ	1
97586	SR	1
97587	OQ	1
97587	UT	1
97588	MA	1
97588	OQ	1
97589	MA	1
97589	OQ	1
97590	MA	1
97590	OQ	1
97593	OQ	1
97593	SR	1
97598	OQ	1
97598	SR	1
97599	OQ	1
97599	SR	1
97600	OQ	1
97600	UT	1
97601	MA	1
97601	OQ	1
97602	MA	1
97602	OQ	1
97603	MA	1
97603	OQ	1
97606	OQ	1
97606	SR	1
97643	OQ	1
97643	SR	1
97644	OQ	1
97644	SR	1
97645	OQ	1
97645	UT	1
97646	MA	1
97646	OQ	1
97647	MA	1
97647	OQ	1
97648	MA	1
97648	OQ	1
97651	OQ	1
97651	SR	1
97704	OQ	1
97704	SR	1
97705	OQ	1
97705	SR	1
97706	OQ	1
97706	UT	1
97707	MA	1
97707	OQ	1
97708	MA	1
97708	OQ	1
97709	MA	1
97709	OQ	1
97712	OQ	1
97712	SR	1
97769	OQ	1
97769	SR	1
97770	OQ	1
97770	SR	1
97771	OQ	1
97771	UT	1
97772	MA	1
97772	OQ	1
97773	MA	1
97773	OQ	1
97774	MA	1
97774	OQ	1
97777	OQ	1
97777	SR	1
97790	OQ	1
97790	SR	1
97791	OQ	1
97791	SR	1
97792	OQ	1
97792	UT	1
97793	MA	1
97793	OQ	1
97794	MA	1
97794	OQ	1
97795	MA	1
97795	OQ	1
97798	OQ	1
97798	SR	1
97807	OQ	1
97807	SR	1
97808	OQ	1
97808	SR	1
97809	OQ	1
97809	UT	1
97810	MA	1
97810	OQ	1
97811	MA	1
97811	OQ	1
97812	MA	1
97812	OQ	1
97815	OQ	1
97815	SR	1
97844	OQ	1
97844	SR	1
97845	OQ	1
97845	SR	1
97846	OQ	1
97846	UT	1
97847	MA	1
97847	OQ	1
97848	MA	1
97848	OQ	1
97849	MA	1
97849	OQ	1
97852	OQ	1
97852	SR	1
97857	OQ	1
97857	SR	1
97858	OQ	1
97858	SR	1
97859	OQ	1
97859	UT	1
97860	MA	1
97860	OQ	1
97861	MA	1
97861	OQ	1
97862	MA	1
97862	OQ	1
97865	OQ	1
97865	SR	1
97886	OQ	1
97886	SR	1
97887	OQ	1
97887	SR	1
97888	OQ	1
97888	UT	1
97889	MA	1
97889	OQ	1
97890	MA	1
97890	OQ	1
97891	MA	1
97891	OQ	1
97894	OQ	1
97894	SR	1
97931	OQ	1
97931	SR	1
97932	OQ	1
97932	SR	1
97933	OQ	1
97933	UT	1
97934	MA	1
97934	OQ	1
97935	MA	1
97935	OQ	1
97936	MA	1
97936	OQ	1
97939	OQ	1
97939	SR	1
97944	OQ	1
97944	SR	1
97945	OQ	1
97945	SR	1
97946	OQ	1
97946	UT	1
97947	MA	1
97947	OQ	1
97948	MA	1
97948	OQ	1
97949	MA	1
97949	OQ	1
97952	OQ	1
97952	SR	1
98010	OQ	1
98010	SR	1
98011	OQ	1
98011	UT	1
98012	MA	1
98012	OQ	1
98013	MA	1
98013	OQ	1
98014	MA	1
98014	OQ	1
98017	OQ	1
98017	SR	1
98070	OQ	1
98070	SR	1
98071	OQ	1
98071	SR	1
98072	OQ	1
98072	UT	1
98073	MA	1
98073	OQ	1
98074	MA	1
98074	OQ	1
98075	MA	1
98075	OQ	1
98078	OQ	1
98078	SR	1
98147	OQ	1
98147	SR	1
98148	OQ	1
98148	SR	1
98149	OQ	1
98149	UT	1
98150	MA	1
98150	OQ	1
98151	MA	1
98151	OQ	1
98152	MA	1
98152	OQ	1
98155	OQ	1
98155	SR	1
98286	OQ	1
98286	SR	1
98287	OQ	1
98287	SR	1
98288	OQ	1
98288	UT	1
98289	MA	1
98289	OQ	1
98290	MA	1
98290	OQ	1
98291	MA	1
98291	OQ	1
98294	OQ	1
98294	SR	1
98398	OQ	1
98398	SR	1
98399	OQ	1
98399	SR	1
98400	OQ	1
98400	UT	1
98401	MA	1
98401	OQ	1
98402	MA	1
98402	OQ	1
98403	MA	1
98403	OQ	1
98406	OQ	1
98406	SR	1
98444	OQ	1
98444	SR	1
98445	OQ	1
98445	UT	1
98446	MA	1
98446	OQ	1
98447	MA	1
98447	OQ	1
98448	MA	1
98448	OQ	1
98451	OQ	1
98451	SR	1
98532	OQ	1
98532	SR	1
98533	OQ	1
98533	SR	1
98534	OQ	1
98534	UT	1
98535	MA	1
98535	OQ	1
98536	MA	1
98536	OQ	1
98537	MA	1
98537	OQ	1
98540	OQ	1
98540	SR	1
98545	OQ	1
98545	SR	1
98546	OQ	1
98546	SR	1
98547	OQ	1
98547	UT	1
98548	MA	1
98548	OQ	1
98549	MA	1
98549	OQ	1
98550	MA	1
98550	OQ	1
98553	OQ	1
98553	SR	1
98594	OQ	1
98594	SR	1
98595	OQ	1
98595	SR	1
98596	OQ	1
98596	UT	1
98597	MA	1
98597	OQ	1
98598	MA	1
98598	OQ	1
98599	MA	1
98599	OQ	1
98602	OQ	1
98602	SR	1
98607	OQ	1
98607	SR	1
98608	OQ	1
98608	SR	1
98609	OQ	1
98609	UT	1
98610	MA	1
98610	OQ	1
98611	MA	1
98611	OQ	1
98612	MA	1
98612	OQ	1
98615	OQ	1
98615	SR	1
98628	OQ	1
98628	SR	1
98629	OQ	1
98629	SR	1
98630	OQ	1
98630	UT	1
98631	MA	1
98631	OQ	1
98632	MA	1
98632	OQ	1
98633	MA	1
98633	OQ	1
98636	OQ	1
98636	SR	1
98665	OQ	1
98665	SR	1
98666	OQ	1
98666	SR	1
98667	OQ	1
98667	UT	1
98668	MA	1
98668	OQ	1
98669	MA	1
98669	OQ	1
98670	MA	1
98670	OQ	1
98673	OQ	1
98673	SR	1
98679	OQ	1
98679	SR	1
98680	OQ	1
98680	UT	1
98681	MA	1
98681	OQ	1
98682	MA	1
98682	OQ	1
98683	MA	1
98683	OQ	1
98686	OQ	1
98686	SR	1
98691	OQ	1
98691	SR	1
98692	OQ	1
98692	SR	1
98693	OQ	1
98693	UT	1
98694	MA	1
98694	OQ	1
98695	MA	1
98695	OQ	1
98696	MA	1
98696	OQ	1
98699	OQ	1
98699	SR	1
98825	OQ	1
98825	SR	1
98826	OQ	1
98826	SR	1
98827	OQ	1
98827	UT	1
98828	MA	1
98828	OQ	1
98829	MA	1
98829	OQ	1
98830	MA	1
98830	OQ	1
98833	OQ	1
98833	SR	1
98838	OQ	1
98838	SR	1
98839	OQ	1
98839	SR	1
98840	OQ	1
98840	UT	1
98841	MA	1
98841	OQ	1
98842	MA	1
98842	OQ	1
98843	MA	1
98843	OQ	1
98846	OQ	1
98846	SR	1
98858	OQ	1
98858	SR	1
98859	OQ	1
98859	SR	1
98860	OQ	1
98860	UT	1
98861	MA	1
98861	OQ	1
98862	MA	1
98862	OQ	1
98863	MA	1
98863	OQ	1
98866	OQ	1
98866	SR	1
99012	OQ	1
99012	SR	1
99013	OQ	1
99013	SR	1
99014	OQ	1
99014	UT	1
99015	MA	1
99015	OQ	1
99016	MA	1
99016	OQ	1
99017	MA	1
99017	OQ	1
99020	OQ	1
99020	SR	1
99041	OQ	1
99041	SR	1
99042	OQ	1
99042	SR	1
99043	OQ	1
99043	UT	1
99044	MA	1
99044	OQ	1
99045	MA	1
99045	OQ	1
99046	MA	1
99046	OQ	1
99049	OQ	1
99049	SR	1
99073	OQ	1
99073	SR	1
99074	OQ	1
99074	SR	1
99075	OQ	1
99075	UT	1
99076	MA	1
99076	OQ	1
99077	MA	1
99077	OQ	1
99078	MA	1
99078	OQ	1
99081	OQ	1
99081	SR	1
99102	OQ	1
99102	SR	1
99103	OQ	1
99103	SR	1
99104	OQ	1
99104	UT	1
99105	MA	1
99105	OQ	1
99106	MA	1
99106	OQ	1
99107	MA	1
99107	OQ	1
99110	OQ	1
99110	SR	1
99115	OQ	1
99115	SR	1
99116	OQ	1
99116	SR	1
99117	OQ	1
99117	UT	1
99118	MA	1
99118	OQ	1
99119	MA	1
99119	OQ	1
99120	MA	1
99120	OQ	1
99123	OQ	1
99123	SR	1
99209	OQ	1
99209	SR	1
99210	OQ	1
99210	UT	1
99211	MA	1
99211	OQ	1
99212	MA	1
99212	OQ	1
99213	MA	1
99213	OQ	1
99216	OQ	1
99216	SR	1
99285	OQ	1
99285	SR	1
99286	OQ	1
99286	SR	1
99287	OQ	1
99287	UT	1
99288	MA	1
99288	OQ	1
99289	MA	1
99289	OQ	1
99290	MA	1
99290	OQ	1
99293	OQ	1
99293	SR	1
99354	OQ	1
99354	SR	1
99355	OQ	1
99355	SR	1
99356	OQ	1
99356	UT	1
99357	MA	1
99357	OQ	1
99358	MA	1
99358	OQ	1
99359	MA	1
99359	OQ	1
99362	OQ	1
99362	SR	1
99418	OQ	1
99418	SR	1
99419	OQ	1
99419	SR	1
99420	OQ	1
99420	UT	1
99421	MA	1
99421	OQ	1
99422	MA	1
99422	OQ	1
99423	MA	1
99423	OQ	1
99426	OQ	1
99426	SR	1
99478	OQ	1
99478	SR	1
99479	OQ	1
99479	SR	1
99480	OQ	1
99480	UT	1
99481	MA	1
99481	OQ	1
99482	MA	1
99482	OQ	1
99483	MA	1
99483	OQ	1
99486	OQ	1
99486	SR	1
99491	OQ	1
99491	SR	1
99492	OQ	1
99492	SR	1
99493	OQ	1
99493	UT	1
99494	MA	1
99494	OQ	1
99495	MA	1
99495	OQ	1
99496	MA	1
99496	OQ	1
99499	OQ	1
99499	SR	1
99520	OQ	1
99520	SR	1
99521	OQ	1
99521	SR	1
99522	OQ	1
99522	UT	1
99523	MA	1
99523	OQ	1
99524	MA	1
99524	OQ	1
99525	MA	1
99525	OQ	1
99528	OQ	1
99528	SR	1
99556	OQ	1
99556	SR	1
99557	OQ	1
99557	SR	1
99558	OQ	1
99558	UT	1
99559	MA	1
99559	OQ	1
99560	MA	1
99560	OQ	1
99561	MA	1
99561	OQ	1
99564	OQ	1
99564	SR	1
99653	OQ	1
99653	SR	1
99654	OQ	1
99654	SR	1
99655	OQ	1
99655	UT	1
99656	MA	1
99656	OQ	1
99657	MA	1
99657	OQ	1
99658	MA	1
99658	OQ	1
99661	OQ	1
99661	SR	1
99705	OQ	1
99705	SR	1
99706	OQ	1
99706	SR	1
99707	OQ	1
99707	UT	1
99708	MA	1
99708	OQ	1
99709	MA	1
99709	OQ	1
99710	MA	1
99710	OQ	1
99713	OQ	1
99713	SR	1
99718	OQ	1
99718	SR	1
99719	OQ	1
99719	SR	1
99720	OQ	1
99720	UT	1
99721	MA	1
99721	OQ	1
99722	MA	1
99722	OQ	1
99723	MA	1
99723	OQ	1
99726	OQ	1
99726	SR	1
99770	OQ	1
99770	SR	1
99771	OQ	1
99771	SR	1
99772	OQ	1
99772	UT	1
99773	MA	1
99773	OQ	1
99774	MA	1
99774	OQ	1
99775	MA	1
99775	OQ	1
99778	OQ	1
99778	SR	1
99799	OQ	1
99799	SR	1
99800	OQ	1
99800	SR	1
99801	OQ	1
99801	UT	1
99802	MA	1
99802	OQ	1
99803	MA	1
99803	OQ	1
99804	MA	1
99804	OQ	1
99807	OQ	1
99807	SR	1
99813	OQ	1
99813	SR	1
99814	OQ	1
99814	UT	1
99815	MA	1
99815	OQ	1
99816	MA	1
99816	OQ	1
99817	MA	1
99817	OQ	1
99820	OQ	1
99820	SR	1
99857	OQ	1
99857	SR	1
99858	OQ	1
99858	SR	1
99859	OQ	1
99859	UT	1
99860	MA	1
99860	OQ	1
99861	MA	1
99861	OQ	1
99862	MA	1
99862	OQ	1
99865	OQ	1
99865	SR	1
99870	OQ	1
99870	SR	1
99871	OQ	1
99871	SR	1
99872	OQ	1
99872	UT	1
99873	MA	1
99873	OQ	1
99874	MA	1
99874	OQ	1
99875	MA	1
99875	OQ	1
99878	OQ	1
99878	SR	1
99966	OQ	1
99966	SR	1
99967	OQ	1
99967	SR	1
99968	OQ	1
99968	UT	1
99969	MA	1
99969	OQ	1
99970	MA	1
99970	OQ	1
99971	MA	1
99971	OQ	1
99974	OQ	1
99974	SR	1
100085	OQ	1
100085	SR	1
100086	OQ	1
100086	UT	1
100087	MA	1
100087	OQ	1
100088	MA	1
100088	OQ	1
100089	MA	1
100089	OQ	1
100092	OQ	1
100092	SR	1
100121	OQ	1
100121	SR	1
100122	OQ	1
100122	UT	1
100123	OQ	1
100123	SR	1
100124	OQ	1
100124	SR	1
100125	OQ	1
100125	SR	1
100237	OQ	1
100237	SR	1
100238	OQ	1
100238	UT	1
100239	MA	1
100239	OQ	1
100240	MA	1
100240	OQ	1
100241	MA	1
100241	OQ	1
100244	OQ	1
100244	SR	1
100350	OQ	1
100350	SR	1
100351	OQ	1
100351	UT	1
100352	MA	1
100352	OQ	1
100353	MA	1
100353	OQ	1
100354	MA	1
100354	OQ	1
100357	OQ	1
100357	SR	1
100362	OQ	1
100362	SR	1
100363	OQ	1
100363	SR	1
100364	OQ	1
100364	UT	1
100365	MA	1
100365	OQ	1
100366	MA	1
100366	OQ	1
100367	MA	1
100367	OQ	1
100370	OQ	1
100370	SR	1
100396	OQ	1
100396	SR	1
100397	OQ	1
100397	UT	1
100398	MA	1
100398	OQ	1
100399	MA	1
100399	OQ	1
100400	MA	1
100400	OQ	1
100403	OQ	1
100403	SR	1
100423	SR	1
100424	SR	1
100425	SR	1
100426	SR	1
100427	SR	1
100428	SR	1
100429	SR	1
100431	SR	1
100433	SR	1
100434	SR	1
100435	SR	1
100438	CD	1
100438	OQ	1
100439	CD	1
100439	OQ	1
100440	CD	1
100440	OQ	1
100441	CD	1
100441	OQ	1
100442	CD	1
100442	OQ	1
100443	CD	1
100443	OQ	1
100447	CD	1
100447	OQ	1
100448	CD	1
100448	OQ	1
100449	CD	1
100449	OQ	1
100450	CD	1
100450	OQ	1
100453	CD	1
100453	OQ	1
100454	CD	1
100454	OQ	1
100455	CD	1
100455	OQ	1
100456	CD	1
100456	OQ	1
100457	CD	1
100457	OQ	1
100458	CD	1
100458	OQ	1
100462	CD	1
100462	OQ	1
100463	CD	1
100463	OQ	1
100464	CD	1
100464	OQ	1
100465	CD	1
100465	OQ	1
100466	CD	1
100466	OQ	1
100469	CD	1
100469	OQ	1
100470	CD	1
100470	OQ	1
100471	CD	1
100471	OQ	1
100472	CD	1
100472	OQ	1
100473	CD	1
100473	OQ	1
100474	CD	1
100474	OQ	1
100478	CD	1
100478	OQ	1
100479	CD	1
100479	OQ	1
100480	CD	1
100480	OQ	1
100481	CD	1
100481	OQ	1
100484	CD	1
100484	OQ	1
100485	CD	1
100485	OQ	1
100486	CD	1
100486	OQ	1
100487	CD	1
100487	OQ	1
100489	CD	1
100489	OQ	1
100492	CD	1
100492	OQ	1
100493	CD	1
100493	OQ	1
100494	CD	1
100494	OQ	1
100495	CD	1
100495	OQ	1
100498	CD	1
100498	OQ	1
100499	CD	1
100499	OQ	1
100500	CD	1
100500	OQ	1
100501	CD	1
100501	OQ	1
100502	CD	1
100502	OQ	1
100503	CD	1
100503	OQ	1
100504	CD	1
100504	OQ	1
100507	CD	1
100507	OQ	1
100508	CD	1
100508	OQ	1
100509	CD	1
100509	OQ	1
100510	CD	1
